ID,EAN,Naziv,Doza_snaga,Doza_jedinica_mjere,Oblik
435461,3838990000000,Levalox®,500,8,2
435463,3838990000000,Levalox®,500,8,2
435479,5690530000000,Codexy®,5,8,17
435486,5690530000000,Codexy®,10,8,17
435489,5690530000000,Codexy®,20,8,17
435511,8605030000000,IMBRUVICA®,140,8,17
435565,8608810000000,Sinacilin®,250,8,17
435687,8605030000000,IMBRUVICA®,140,8,17
435718,8606110000000,Pregalix®,50,8,17
435719,8606110000000,Pregalix®,50,8,17
435722,8606110000000,Pregalix®,75,8,17
435723,8606110000000,Pregalix®,75,8,17
435726,8606110000000,Pregalix®,150,8,17
435727,8606110000000,Pregalix®,150,8,17
435945,5024660000000,Treosulfan Uni-Chem,5,3,40
435960,3838990000000,Calmesan® S,15,8,2
435965,3838990000000,Calmesan® S,15,8,2
435969,8606110000000,Valganciklovir SK,450,8,2
435998,7612290000000,Prolutex®,25,8,47
436068,8606020000000,Vorikonazol Pliva,200,8,40
436175,8606110000000,Eligard™,45,8,28
436193,8606100000000,Entyvio®,300,8,36
436198,8606020000000,Voramol®,200,8,2
436200,8606020000000,Voramol®,200,8,2
436244,8606020000000,Tamsudil®T,0.4,8,56
436247,8606010000000,Kornam®,2,8,54
436284,8606010000000,Kornam®,5,8,54
436306,8606110000000,Tyverb®,250,8,2
436309,8606110000000,Tyverb®,250,8,2
436349,8606030000000,Spravato®,28,8,50
436364,8600060000000,Limeral®,6,8,54
436365,8600060000000,Limeral®,4,8,54
436366,8600060000000,Limeral®,3,8,54
436367,8600060000000,Limeral®,2,8,54
436368,8600060000000,Limeral®,1,8,54
436369,8600060000000,Limeral®,6,8,54
436370,8600060000000,Limeral®,4,8,54
436371,8600060000000,Limeral®,3,8,54
436372,8600060000000,Limeral®,2,8,54
436373,8600060000000,Limeral®,1,8,54
436405,8606030000000,Spravato®,28,8,50
436446,8606000000000,Devana®,1.5,8,54
436499,3838990000000,Escepran®,25,8,2
436707,8600100000000,Mundus®,5,8,17
436714,8600100000000,Mundus®,10,8,17
436720,8600100000000,Mundus®,15,8,17
436728,8600100000000,Mundus®,25,8,17
436928,8606110000000,Verzenios,50,8,2
436973,8606110000000,Verzenios,100,8,2
436981,8606110000000,Verzenios,150,8,2
437026,8606110000000,Zocor®,40,8,2
437026,8606110000000,Zocor®,40,8,2
437027,8606110000000,Zocor®,20,8,2
437027,8606110000000,Zocor®,20,8,2
437028,8606110000000,Zocor®,10,8,2
437028,8606110000000,Zocor®,10,8,2
437031,8606110000000,Singulair®,5,8,57
437031,8606110000000,Singulair®,5,8,57
437032,8606110000000,Singulair®,10,8,2
437032,8606110000000,Singulair®,10,8,2
437033,8606110000000,Remeron®,30,8,2
437034,8606110000000,Arcoxia®,120,8,2
437034,8606110000000,Arcoxia®,120,8,2
437035,8606110000000,Arcoxia®,90,8,2
437035,8606110000000,Arcoxia®,90,8,2
437036,8606110000000,Arcoxia®,60,8,2
437036,8606110000000,Arcoxia®,60,8,2
437037,8606110000000,Arcoxia®,30,8,2
437037,8606110000000,Arcoxia®,30,8,2
437093,5397320000000,Ogivri®,420,8,36
437094,5397320000000,Ogivri®,420,8,36
437180,8606110000000,Epri®,10,8,2
437181,8606110000000,Epri®,10,8,2
437182,8606110000000,Epri®,10,8,2
437183,8606110000000,Epri®,10,8,2
437184,8606110000000,Epri®,10,8,2
437186,8606110000000,Epri®,10,8,2
437194,8606110000000,Epri®,20,8,2
437195,8606110000000,Epri®,20,8,2
437196,8606110000000,Epri®,20,8,2
437197,8606110000000,Epri®,20,8,2
437198,8606110000000,Epri®,20,8,2
437200,8606110000000,Epri®,20,8,2
437202,8606110000000,Piqray®,200,8,2
437205,8606110000000,Epri®,40,8,2
437206,8606110000000,Epri®,40,8,2
437207,8606110000000,Epri®,40,8,2
437208,8606110000000,Epri®,40,8,2
437209,8606110000000,Epri®,40,8,2
437211,8606110000000,Epri®,40,8,2
437267,8606110000000,Piqray®,150,8,2
437272,8606010000000,Solysan®,5,8,2
437276,8606010000000,Solysan®,5,8,2
437284,8606010000000,Solysan®,10,8,2
437624,4987170000000,Bleocin-S,15000,4,42
437834,8606010000000,Spasmex®,5,8,54
437995,8606110000000,Prograf™,0.5,8,17
438155,8608810000000,Klometol®,10,8,54
438188,3838990000000,Elicea®,5,8,2
438191,4032720000000,Salofalk®,500,8,8
438192,4032720000000,Salofalk®,500,8,8
438194,4032720000000,Salofalk®,1000,8,8
438196,4032720000000,Salofalk®,1000,8,8
438206,3838990000000,Elicea®,10,8,2
438256,3838990000000,Elicea®,10,8,2
438289,5690530000000,Vestibo®,24,8,54
438290,5690530000000,Vestibo®,24,8,54
438327,5944740000000,Colistin Atb,1000000,4,42
438344,8606010000000,Acipan®,20,8,6
438347,8606010000000,Acipan®,20,8,6
438354,8606010000000,Acipan®,40,8,6
438358,8606010000000,Acipan®,40,8,6
438410,3838990000000,Fromilid® uno,500,8,3
438411,3838990000000,Fromilid® uno,500,8,3
438430,7640180000000,Cortiment® MMX,9,8,56
438481,8606110000000,Tasigna®,200,8,17
438494,8608810000000,Atolip®,20,8,2
438496,8608810000000,Atolip®,20,8,2
438500,8608810000000,Atolip®,20,8,2
438522,5290930000000,PAMECIL®,1,3,42
438523,5290930000000,PAMECIL®,1,3,42
438525,8608810000000,Atolip®,10,8,2
438526,8608810000000,Atolip®,10,8,2
438527,8608810000000,Atolip®,10,8,2
438538,3838990000000,Atoris®,10,8,2
438542,3838990000000,Atoris®,20,8,2
438577,8606110000000,Concor COR®,2.5,8,2
438578,8606110000000,Concor COR®,2.5,8,2
438579,8606110000000,Concor COR®,2.5,8,2
438581,8606110000000,Concor COR®,2.5,8,2
438585,8606110000000,Concor COR®,5,8,2
438586,8606110000000,Concor COR®,5,8,2
438587,8606110000000,Concor COR®,5,8,2
438589,8606110000000,Concor COR®,5,8,2
438591,8606110000000,Concor COR®,10,8,2
438592,8606110000000,Concor COR®,10,8,2
438593,8606110000000,Concor COR®,10,8,2
438595,8606110000000,Concor COR®,10,8,2
438660,8600100000000,Lata,10,8,2
438697,8606100000000,Normix®,200,8,2
438727,8600100000000,Esperoct®,500,4,28
438732,8600100000000,Esperoct®,1000,4,28
438734,8600100000000,Esperoct®,2000,4,28
438825,8606110000000,Sorafenib Teva,200,8,2
438826,8606110000000,Sorafenib Teva,200,8,2
438827,8606110000000,Sorafenib Teva,200,8,2
438831,8606110000000,Lenalidomid Teva,25,8,17
438871,5450560000000,Gefitinib Zentiva®,250,8,2
438873,5450560000000,Gefitinib Zentiva®,250,8,2
438961,8600100000000,Mundus®,25,8,17
438962,8600100000000,Mundus®,15,8,17
438963,8600100000000,Mundus®,10,8,17
438964,8600100000000,Mundus®,5,8,17
438967,8600100000000,Mundus®,25,8,17
438968,8600100000000,Mundus®,15,8,17
438969,8600100000000,Mundus®,10,8,17
438970,8600100000000,Mundus®,5,8,17
438984,8606020000000,Corviva®,10,8,2
438992,8606020000000,Corviva®,15,8,2
438998,8606020000000,Corviva®,20,8,2
439001,3850340000000,LORSILAN®,1,8,54
439042,3850340000000,LORSILAN®,2.5,8,54
439069,8606110000000,Viread®,245,8,2
439123,5944740000000,Nevolol®,5,8,54
439134,8606100000000,Toradol®,10,8,2
439154,8606010000000,Trazimera®,150,8,36
439156,8606010000000,Trazimera®,420,8,36
439192,5290930000000,ZEPILEN®,1,3,42
439295,8607000000000,Erlotinib Life Pharma,25,8,2
439301,8607000000000,Erlotinib Life Pharma,100,8,2
439308,8607000000000,Erlotinib Life Pharma,150,8,2
439331,8606010000000,MENOPUR®,600,4,28
439416,5949030000000,Nurofen® Forte,400,8,22
439417,5949030000000,Nurofen® Forte,400,8,22
439428,3850110000000,Aviomarin®,50,8,54
439430,3850110000000,Aviomarin®,50,8,54
439555,3838990000000,Bloxazoc®,23.75,8,56
439557,3838990000000,Bloxazoc®,23.75,8,56
439565,3838990000000,Bloxazoc®,47.5,8,56
439567,3838990000000,Bloxazoc®,47.5,8,56
439568,3838990000000,Bloxazoc®,95,8,56
439570,3838990000000,Bloxazoc®,95,8,56
439746,8606110000000,Sovaldi®,400,8,2
439798,8606110000000,BIPREZ®,2.5,8,2
439800,5310000000000,BIPREZ®,2.5,8,2
439804,5310000000000,BIPREZ®,5,8,2
439806,8606110000000,BIPREZ®,5,8,2
439809,5310000000000,BIPREZ®,10,8,2
439811,8606110000000,BIPREZ®,10,8,2
439906,8606110000000,Rivaroksaban SK,20,8,2
439907,8606110000000,Rivaroksaban SK,15,8,2
439934,5690530000000,Elaroten® OTC,5,8,2
439967,8680200000000,Ulsepan™,40,8,41
440014,1210000000000,Lyrica®,25,8,17
440029,1210000000000,Lyrica®,75,8,17
440031,1210000000000,Lyrica®,150,8,17
440033,1210000000000,Lyrica®,300,8,17
440101,8606020000000,Argifen®,400,8,9
440108,8606020000000,Argifen® Forte,600,8,9
440377,8608810000000,RIVAROX®,10,8,2
440386,8608810000000,RIVAROX®,15,8,2
440390,8608810000000,RIVAROX®,20,8,2
440511,3838990000000,Oprymea® SR,3.15,8,56
440565,3838990000000,Pragiola®,25,8,17
440566,3838990000000,Pragiola®,25,8,17
440586,3838990000000,Pragiola®,50,8,17
440587,3838990000000,Pragiola®,50,8,17
440590,3838990000000,Pragiola®,75,8,17
440591,3838990000000,Pragiola®,75,8,17
440596,3838990000000,Pragiola®,150,8,17
440597,3838990000000,Pragiola®,150,8,17
440601,3838990000000,Pragiola®,300,8,17
440602,3838990000000,Pragiola®,300,8,17
440691,8606110000000,Gefitinib Corapharm,250,8,2
440743,8600100000000,Spirtos®,250,8,2
440744,8600100000000,Spirtos®,250,8,2
440780,4046220000000,Hepa-Merz®,3,3,9
440788,8608810000000,Paracetamol Galenika,500,8,54
440819,8600100000000,Nersan®,12.5,8,17
440820,8600100000000,Nersan®,12.5,8,17
440821,8600100000000,Nersan®,12.5,8,17
440823,8600100000000,Nersan®,12.5,8,17
440824,8600100000000,Nersan®,12.5,8,17
440825,8600100000000,Nersan®,12.5,8,17
440827,8600100000000,Nersan®,25,8,17
440828,8600100000000,Nersan®,25,8,17
440829,8600100000000,Nersan®,25,8,17
440838,8600100000000,Nersan®,25,8,17
440839,8600100000000,Nersan®,25,8,17
440840,8600100000000,Nersan®,25,8,17
440852,8600100000000,Nersan®,37.5,8,17
440853,8600100000000,Nersan®,37.5,8,17
440854,8600100000000,Nersan®,37.5,8,17
440865,8600100000000,Nersan®,50,8,17
440866,8600100000000,Nersan®,50,8,17
440867,8600100000000,Nersan®,50,8,17
440918,8606100000000,Ofev®,100,8,16
440921,8606100000000,Ofev®,150,8,16
440972,8606110000000,Molicor®,2,8,54
440974,8606110000000,Molicor®,2,8,54
441170,3838990000000,Monkasta®,10,8,2
441172,3838990000000,Monkasta®,10,8,2
441340,8600100000000,Rapten Duo,75,8,55
441384,4013050000000,Nebilet®,5,8,54
441387,4013050000000,Nebilet®,5,8,54
441475,8606110000000,Colistin Altan,1000000,4,42
441581,3838990000000,Asentra®,50,8,2
441583,3838990000000,Asentra®,100,8,2
441663,8600100000000,Beneprost®,5,8,2
441668,8606010000000,Pemetrexed Accord,500,8,36
441791,8606110000000,Blisserigo®,5,8,2
441792,8606110000000,Blisserigo®,5,8,2
441794,8606110000000,Blisserigo®,20,8,2
441795,8606110000000,Blisserigo®,20,8,2
441814,8606110000000,Engap®,10,8,2
441843,8606110000000,Engap®,15,8,2
441845,8606110000000,Engap®,20,8,2
441851,5690530000000,Actalor®,10,8,54
441852,8600060000000,Actalor®,10,8,54
441859,8606110000000,Lofocin®,250,8,2
441865,8606110000000,Lofocin®,500,8,2
441987,8606110000000,Everolimus Corapharm,5,8,54
441988,8606110000000,Everolimus Corapharm,5,8,54
441992,8606110000000,Everolimus Corapharm,10,8,54
441993,8606110000000,Everolimus Corapharm,10,8,54
441997,5944740000000,Ampicillin Atb 1000mg,1000,8,42
442071,8606010000000,Cresemba®,200,8,36
442073,8606010000000,Cresemba®,100,8,17
442133,8699540000000,Mycofin®Rp,250,8,54
442148,8600100000000,Trodon,50,8,17
442184,5997000000000,Aflamil®,100,8,2
442188,8600100000000,Daranda®,5,8,2
442190,8600100000000,Daranda®,10,8,2
442248,8606100000000,PREVYMIS®,240,8,2
442253,8605000000000,VIEKVIN®,5,6,47
442294,3838990000000,Enyglid®,1,8,54
442296,3838990000000,Enyglid®,1,8,54
442297,3838990000000,Enyglid®,1,8,54
442308,3838990000000,Enyglid®,2,8,54
442309,3838990000000,Enyglid®,2,8,54
442310,3838990000000,Enyglid®,2,8,54
442344,3850340000000,Rudakol®,200,8,15
442406,8600100000000,Refixia®,500,4,28
442410,8806240000000,Herzuma®,420,8,36
442411,8806240000000,Herzuma®,150,8,36
442427,8606110000000,Exjade®,180,8,2
442435,8606110000000,Exjade®,360,8,2
442442,8600100000000,Refixia®,1000,4,28
442622,8606020000000,Voramol®,200,8,40
442623,8606020000000,Voramol®,200,8,40
442625,8606020000000,Voramol®,200,8,40
442734,8606030000000,Ponvory®,2,8,2
442738,8606030000000,Ponvory®,20,8,2
442764,5290930000000,Cefotaxim Medochemie,1,3,42
442765,5290930000000,Cefotaxim Medochemie,1,3,42
442827,8606110000000,Zovirax®,250,8,40
442906,8606010000000,Vyndaqel®,20,8,16
442907,8606010000000,Vyndaqel®,61,8,16
442925,8600100000000,Jaramera®,10,8,54
442988,5099150000000,Brufen®,600,8,2
442989,5099150000000,Brufen®,600,8,2
443024,5099150000000,Brufen®,400,8,2
443082,8606010000000,Bortezomib Sandoz®,1,8,41
443083,8606010000000,Bortezomib Sandoz®,1,8,41
443088,3850340000000,OKSAZEPAM BELUPO,15,8,54
443097,8606010000000,Bortezomib Sandoz®,3.5,8,41
443098,8606010000000,Bortezomib Sandoz®,3.5,8,41
443111,5944740000000,Rompirin Atb,100,8,6
443188,8606110000000,Ertapenem Quatalia,1,3,36
443329,8600100000000,Barios®,5,8,54
443347,8606110000000,Neurocetine® Forte,10,8,54
443383,8606100000000,Roaccutan®,10,8,16
443385,8606100000000,Roaccutan®,10,8,16
443396,8606100000000,Roaccutan®,20,8,16
443398,8606100000000,Roaccutan®,20,8,16
443627,8606110000000,EUbor,1,8,41
443628,8606110000000,EUbor,1,8,41
443633,8606110000000,EUbor,2.5,8,41
443634,8606110000000,EUbor,2.5,8,41
443639,8606110000000,EUbor,3.5,8,41
443640,8606110000000,EUbor,3.5,8,41
443674,8600100000000,Clopidix,75,8,2
443697,8608810000000,Longaceph®,1,3,42
443699,8608810000000,Longaceph®,1,3,42
443702,8608810000000,Longaceph®,1,3,42
443747,8606020000000,Moluskal®,5,8,2
443832,8606010000000,Ketonal® forte,100,8,2
443873,8608810000000,Neozapin®,25,8,23
443874,8608810000000,Neozapin®,25,8,23
443880,8608810000000,Lacomda®,50,8,2
443882,8608810000000,Neozapin®,100,8,23
443883,8608810000000,Neozapin®,100,8,23
443886,8608810000000,Lacomda®,100,8,2
443890,8608810000000,Neozapin®,200,8,23
443891,8608810000000,Neozapin®,200,8,23
443902,8608810000000,Lacomda®,150,8,2
443904,8608810000000,Lacomda®,200,8,2
443936,5290670000000,Klonazepam Remedica,2,8,54
444050,3838990000000,Nolpaza®,40,8,41
444220,5099150000000,Kreon® 10 000,150,8,5
444223,5099150000000,Kreon® 25 000,300,8,5
444224,5099150000000,Kreon® 25 000,300,8,5
444225,5099150000000,Kreon® 25 000,300,8,5
444227,5099150000000,Kreon® 10 000,150,8,5
444246,3870010000000,MONOCARD®,20,8,54
444268,5907700000000,Vicebrol Forte,10,8,54
444309,8600100000000,Instrika®,25,8,2
444311,8600100000000,Instrika®,50,8,2
444420,5099150000000,Kreon® 10 000 OTC,150,8,5
444660,8600100000000,Forteca,250,8,2
444663,8600100000000,Forteca,500,8,2
444774,8606010000000,Filival®,0.5,8,17
444775,8606010000000,Filival®,0.5,8,17
444777,8606010000000,Filival®,0.5,8,17
444778,8606010000000,Filival®,0.5,8,17
444893,8608810000000,RIVAROX®,10,8,2
444903,8606100000000,Crestor®,20,8,2
444904,8606100000000,Crestor®,10,8,2
444905,8606100000000,Crestor®,5,8,2
444907,8600100000000,Bromazepam HF,1.5,8,54
444910,8600100000000,Bromazepam HF,3,8,54
444912,8600100000000,Bromazepam HF,6,8,54
444935,8600060000000,Durofilin®,125,8,15
444939,8600060000000,Durofilin®,250,8,15
444989,4013050000000,"Maninil® 3,5",3.5,8,54
445014,5099150000000,Diaclide™ MR,60,8,55
445015,5099150000000,Diaclide™ MR,60,8,55
445039,5350590000000,TIOLIZEN,600,8,2
445042,5350590000000,TIOLIZEN,600,8,2
445219,4032720000000,Jorveza®,0.5,8,23
445227,4032720000000,Jorveza®,1,8,23
445353,5205410000000,Vondem,500,8,36
445360,5205410000000,Vondem,1000,8,36
445600,8606110000000,Thymoglobuline,25,8,40
445602,8606110000000,Thymoglobuline,25,8,40
445651,5290930000000,CEFUROXIM MEDOCHEMIE,1500,8,42
445652,5290930000000,CEFUROXIM MEDOCHEMIE,750,8,42
445657,8606010000000,Tizacef®,1,3,42
445701,8606110000000,Cefazolin Pharmanova,1,3,42
445804,8606100000000,Forxiga®,10,8,2
445805,8606100000000,Forxiga®,5,8,2
446114,8600100000000,Cefapan®,400,8,2
446187,8606110000000,Memalis®,10,8,2
446191,8606110000000,Memalis®,20,8,2
446196,3859890000000,ZOCAP®,100,8,17
446198,3859890000000,ZOCAP®,50,8,17
446200,3859890000000,ZOCAP®,25,8,17
446384,8606110000000,Pentiax®,100,8,2
446386,8606110000000,Pentiax®,25,8,2
446388,8606110000000,Pentiax®,200,8,2
446434,8608810000000,Voda za injekcije Galenika,5,6,46
446435,8608810000000,Voda za injekcije Galenika,5,6,46
446456,8606110000000,VINCEVA®,5,8,54
446584,8606100000000,Lamisil®,250,8,54
446626,8606110000000,Orgametril®,5,8,54
446691,4013050000000,Lercanil® 20,20,8,2
446721,3838990000000,Monkasta®,4,8,57
446722,3838990000000,Monkasta®,4,8,57
446724,3838990000000,Monkasta®,5,8,57
446725,3838990000000,Monkasta®,5,8,57
446726,8606100000000,Alunbrig,180,8,2
446727,8606100000000,Alunbrig,90,8,2
446728,8606100000000,Alunbrig,30,8,2
446738,3838990000000,Kventiax®,25,8,2
446740,3838990000000,Kventiax®,100,8,2
446741,3838990000000,Kventiax®,200,8,2
446756,3838990000000,Kventiax®,25,8,2
446757,3838990000000,Kventiax®,100,8,2
446758,3838990000000,Kventiax®,200,8,2
446837,8606010000000,Clozapin Sandoz®,25,8,54
446839,8606010000000,Clozapin Sandoz®,100,8,54
446850,8608810000000,Flormidal®,15,8,2
446879,5205410000000,MEROZAN,1000,8,42
446881,5205410000000,MEROZAN,500,8,42
446920,3838990000000,Atixarso,60,8,2
446924,3838990000000,Atixarso,90,8,2
446956,3838990000000,Ampril®,1.25,8,54
446960,3838990000000,Ampril®,2.5,8,54
446962,3838990000000,Ampril®,5,8,54
446964,3838990000000,Ampril®,10,8,54
446976,5997000000000,MODUXIN® MR,35,8,56
446977,5997000000000,MODUXIN® MR,35,8,56
446986,8606110000000,Nitroglicerin UNION,0.5,8,51
446992,8606110000000,Abirateron Corapharm,250,8,54
446993,8606110000000,Abirateron Corapharm,250,8,54
446997,8606110000000,Abirateron Corapharm,500,8,2
446998,8606110000000,Abirateron Corapharm,500,8,2
447015,8600100000000,Criteo®,50,8,54
447016,8600100000000,Criteo®,50,8,54
447093,8606100000000,Bonviva®,150,8,2
447094,8606100000000,Bonviva®,150,8,2
447095,8606100000000,Bonviva®,150,8,2
447384,860010000000,Mentela®,25,8,2
447521,8608810000000,Cornilat®,20,8,54
447554,358469000000,Cerdelga®,84,8,17
447591,8606110000000,Afinitor®,5,8,54
447594,8606110000000,Afinitor®,10,8,54
447649,3850340000000,Isocard®,60,8,56
447724,8606110000000,Ertapenem Fresenius Kabi,1,3,36
447739,8606110000000,Votubia®,2.5,8,54
447756,8606110000000,Votubia®,5,8,54
447831,8606010000000,Talzenna®,1,8,17
447833,8606010000000,Talzenna®,0.25,8,17
447932,8606030000000,Uptravi®,200,7,2
447934,8606030000000,Uptravi®,200,7,2
447939,8606030000000,Uptravi®,400,7,2
447947,8606030000000,Uptravi®,600,7,2
447949,8606030000000,Uptravi®,800,7,2
447951,8606030000000,Uptravi®,1000,7,2
447953,8606030000000,Uptravi®,1200,7,2
447955,8606030000000,Uptravi®,1400,7,2
447957,8606030000000,Uptravi®,1600,7,2
448052,8606110000000,Sorafenib Teva,200,8,2
448063,5290670000000,Diclofenac-retard,100,8,56
448069,5944740000000,Lizinopril Atb,10,8,54
448071,5944740000000,Lizinopril Atb,20,8,54
448121,3850340000000,Calixta®,30,8,2
448146,3582910000000,Rilutek®,50,8,2
448244,5690530000000,Ernafil®,50,8,2
448247,5690530000000,Ernafil®,50,8,2
448249,5690530000000,Ernafil®,50,8,2
448252,5690530000000,Ernafil®,100,8,2
448253,5690530000000,Ernafil®,100,8,2
448256,5690530000000,Ernafil®,100,8,2
448288,5290670000000,Tamoxifen Remedica,10,8,54
448292,5310000000000,Losmorid®,50,8,2
448296,5310000000000,Losmorid®,100,8,2
448301,5310000000000,Losmorid®,150,8,2
448305,5310000000000,Losmorid®,200,8,2
448472,3838990000000,Vizarsin®,50,8,2
448487,3838990000000,Vizarsin®,100,8,2
448489,3838990000000,Vizarsin®,50,8,2
448493,3838990000000,Vizarsin®,100,8,2
448622,8606110000000,Kesimpta®,20,8,48
448714,8606010000000,Tamprost®,0.4,8,56
448715,8606010000000,Tamprost®,0.4,8,56
448716,8606010000000,Tamprost®,0.4,8,56
448718,8606010000000,Tamprost®,0.4,8,56
448764,8608810000000,Damaton®,400,8,56
448773,8608810000000,Ertazna®,1,3,36
448819,9008730000000,Buprobol®,8,8,51
448821,9008730000000,Buprobol®,2,8,51
448829,8606110000000,Alefoss®,70,8,54
448830,8606110000000,Alefoss®,70,8,54
448861,8606100000000,Onglyza®,2.5,8,2
448863,8606100000000,Onglyza®,2.5,8,2
448931,5944740000000,Bisoprolol Atb,5,8,2
448937,5944740000000,Bisoprolol Atb,10,8,2
448941,8606010000000,IBRANCE®,75,8,2
448943,8606010000000,IBRANCE®,100,8,2
448945,8606010000000,IBRANCE®,125,8,2
448993,8606100000000,Tarceva®,150,8,2
448995,8606100000000,Tarceva®,150,8,2
449071,3663500000000,Signifor®,20,8,30
449072,3663500000000,Signifor®,20,8,30
449073,3663500000000,Signifor®,40,8,30
449074,3663500000000,Signifor®,40,8,30
449075,3663500000000,Signifor®,60,8,30
449076,3663500000000,Signifor®,60,8,30
449133,4987170000000,Lastet Cap. 50,50,8,16
449195,8606010000000,Anafranil®,25,8,22
449268,8699540000000,Vesifix®,10,8,2
449332,8606020000000,Arteropirin®,100,8,54
449335,8606100000000,Forxiga®,10,8,2
449335,8606100000000,Forxiga®,10,8,2
449414,5298000000000,Bosentan Pharmascience,62.5,8,2
449418,5298000000000,Bosentan Pharmascience,125,8,2
449478,8600100000000,Famotidin HF,20,8,2
449481,8600100000000,Famotidin HF,40,8,2
449488,1210000000000,Norvasc®,5,8,54
449490,1210000000000,Norvasc®,5,8,54
449550,4013050000000,Siofor® 500,500,8,2
449556,4013050000000,Siofor® 850,850,8,2
449584,3838990000000,Coryol®,6.25,8,54
449591,3838990000000,Coryol®,12.5,8,54
449598,3838990000000,Coryol®,25,8,54
449627,3857500000000,Benmak®,25,8,36
449629,3857500000000,Benmak®,25,8,36
449630,3857500000000,Benmak®,100,8,36
449632,3857500000000,Benmak®,100,8,36
449637,8606110000000,Betmiga™,25,8,56
449639,8606110000000,Betmiga™,50,8,56
449651,8606100000000,Controloc® i.v.,40,8,41
449660,8600100000000,Indapres®,2.5,8,2
449675,5099150000000,Kreon® 20 000,300,8,5
449677,8606110000000,Ertapenem SK,1,3,36
449720,4032720000000,Salofalk®,500,8,52
449723,8606000000000,Mendiaxon® forte,400,8,54
449833,8606110000000,Votubia®,2,8,1
449842,8606110000000,Votubia®,3,8,1
449946,4030540000000,Voda za injekcije B. Braun,100,6,46
449947,4030540000000,Voda za injekcije B. Braun,100,6,46
449952,4030540000000,Voda za injekcije B. Braun,250,6,46
449953,4030540000000,Voda za injekcije B. Braun,250,6,46
449956,4030540000000,Voda za injekcije B. Braun,500,6,46
449957,4030540000000,Voda za injekcije B. Braun,500,6,46
450057,8607000000000,EPTANEM,1,3,36
450060,8600100000000,Monizol®,20,8,54
450062,8600100000000,Monizol®,40,8,54
450126,9120020000000,Ceftriaxon-MIP®,1,3,42
450128,9120020000000,Ceftriaxon-MIP®,2,3,42
450163,3582910000000,Amaryl®,2,8,54
450167,3582910000000,Amaryl®,3,8,54
450182,8606100000000,Myderison,50,8,2
450190,8606100000000,Myderison,150,8,2
450192,8606100000000,Myderison,150,8,2
450349,5690530000000,Panrazol®,20,8,6
450351,5690530000000,Panrazol®,20,8,6
450357,5290670000000,Cefalexin Remedica,500,8,17
450361,5690530000000,Panrazol®,40,8,6
450362,5690530000000,Panrazol®,40,8,6
450386,4032720000000,Salofalk® 500,500,8,6
450387,4032720000000,Salofalk® 500,500,8,6
450400,8607000000000,REXTOL,1,7,16
450402,8607000000000,REXTOL,1,7,16
450408,8607000000000,REXTOL,2,7,16
450410,8607000000000,REXTOL,2,7,16
450429,3838990000000,Zylaxera®,5,8,54
450431,3838990000000,Zylaxera®,5,8,54
450435,3838990000000,Zylaxera®,10,8,54
450437,3838990000000,Zylaxera®,10,8,54
450438,3838990000000,Zylaxera®,15,8,54
450440,3838990000000,Zylaxera®,15,8,54
450442,3838990000000,Zylaxera®,30,8,54
450444,3838990000000,Zylaxera®,30,8,54
450448,8606010000000,Estracyt®,140,8,17
450461,8600100000000,Hypolip,10,8,2
450472,8606020000000,Ciproave,500,8,2
450476,8600100000000,Hypolip,20,8,2
450477,3838990000000,Zyllt®,75,8,2
450479,3838990000000,Zyllt®,75,8,2
450481,8600100000000,Hypolip,40,8,2
450526,8606020000000,Rabezol®,20,8,6
450558,5290670000000,Amoxicillin Remedica,500,8,17
450609,8606030000000,Opsumit®,10,8,2
450654,8606110000000,Cosentyx®,300,8,48
450655,8606110000000,Cosentyx®,300,8,48
450676,5690530000000,Gilestra®,245,8,2
450679,8600100000000,Tolvon®,30,8,2
450688,3838990000000,Rawel® SR,1.5,8,56
450710,5099150000000,Darob® mite,80,8,54
450761,8600100000000,Irbenida,150,8,2
450763,8600100000000,Irbenida,300,8,2
450766,8600100000000,Cascata®,62.5,8,2
450770,8608810000000,Diklofen®,50,8,6
450774,8600100000000,Cascata®,125,8,2
450875,5310000000000,TAMLOS®,0.4,8,14
450927,3838990000000,Apeneta®,50,8,56
450929,3838990000000,Apeneta®,200,8,56
450932,3838990000000,Apeneta®,100,8,56
450934,3838990000000,Apeneta®,150,8,56
451057,8606100000000,Diovan®,80,8,2
451059,8606100000000,Diovan®,40,8,2
451067,8600060000000,Karvileks®,12.5,8,54
451092,8606110000000,Gemnil,200,8,40
451101,8606110000000,Gemnil,1000,8,40
451112,5205410000000,Verapime,1,3,29
451121,3837000000000,Sanval®,5,8,2
451124,3837000000000,Sanval®,10,8,2
451125,8606110000000,Seebri® Breezhaler ®,44,7,34
451126,8606110000000,Seebri® Breezhaler ®,44,7,34
451180,3831060000000,Tecfidera®,120,8,5
451182,3831060000000,Tecfidera®,240,8,5
451199,5350590000000,Posaconazol Zentiva®,100,8,6
451204,3831060000000,Tecfidera®,120,8,5
451206,3831060000000,Tecfidera®,240,8,5
451251,8600100000000,Rybelsus®,3,8,54
451258,8600100000000,Rybelsus®,7,8,54
451260,8600100000000,Rybelsus®,14,8,54
451312,8594740000000,Azacitidin Zentiva®,100,8,44
451334,8594740000000,Azacitidin Zentiva®,150,8,44
451340,8606010000000,BESPONSA®,1,8,36
451359,8600100000000,Alopurinol HF,100,8,54
