ID leka,Назив лека:,Генерички назив:,Облик и паковање:,Kolicina,Oblik,Doza,Врста решења:,АТЦ шифра:,JKL:,EAN:,Врста лека:,Произвођач:,- адреса:,- земља:,Носилац дозволе:,Режим издавања:,Број решења:,Датум решења:,Датум истицања решења:,Сажетак карактеристика о леку:,Упутство за лек:,Текст за спољње и унутрашње паковање:,Одобрене измене:
457276,Gabapreg®,pregabalin,"kapsula, tvrda; 150mg; blister, 4x14kom",56 kom,"kapsula, tvrda",150mg,РЕГИСТРАЦИЈА,N03AX16,1084924,8.60881E+12,Хумани лекови,PHARMATHEN INTERNATIONAL SA,"Batajnički drum b.b.,  Beograd",Grčka,GALENIKA AD BEOGRAD,Р - Лек се може издавати само уз лекарски рецепт,515-01-02483-21-001,18.10.2022.,18.10.2027.,pdf/457276/sazetak_karakteristika_lijeka.pdf,pdf/457276/upustvo_za_upotrebu.pdf,pdf/457276/tekst_za_spoljno_pakovanje.pdf,У припреми
457285,Dolista®,sitagliptin,"film tableta; 25mg; blister, 3x10kom",30 kom,film tableta,25mg,РЕГИСТРАЦИЈА,A10BH01,1341072,8.6001E+12,Хумани лекови,HEMOFARM AD VRŠAC,"Beogradski put bb,  Vršac",Republika Srbija,HEMOFARM AD VRŠAC,Р - Лек се може издавати само уз лекарски рецепт,515-01-01152-20-001,04.10.2022.,04.10.2027.,pdf/457285/sazetak_karakteristika_lijeka.pdf,pdf/457285/upustvo_za_upotrebu.pdf,pdf/457285/tekst_za_spoljno_pakovanje.pdf,У припреми
457288,Dolista®,sitagliptin,"film tableta; 50mg; blister, 3x10kom",30 kom,film tableta,50mg,РЕГИСТРАЦИЈА,A10BH01,1341073,8.6001E+12,Хумани лекови,HEMOFARM AD VRŠAC,"Beogradski put bb,  Vršac",Republika Srbija,HEMOFARM AD VRŠAC,Р - Лек се може издавати само уз лекарски рецепт,515-01-01153-20-001,04.10.2022.,04.10.2027.,pdf/457288/sazetak_karakteristika_lijeka.pdf,pdf/457288/upustvo_za_upotrebu.pdf,pdf/457288/tekst_za_spoljno_pakovanje.pdf,У припреми
457294,Dolista®,sitagliptin,"film tableta; 100mg; blister, 3x10kom",30 kom,film tableta,100mg,РЕГИСТРАЦИЈА,A10BH01,1341074,8.6001E+12,Хумани лекови,HEMOFARM AD VRŠAC,"Beogradski put bb,  Vršac",Republika Srbija,HEMOFARM AD VRŠAC,Р - Лек се може издавати само уз лекарски рецепт,515-01-01154-20-001,04.10.2022.,04.10.2027.,pdf/457294/sazetak_karakteristika_lijeka.pdf,pdf/457294/upustvo_za_upotrebu.pdf,pdf/457294/tekst_za_spoljno_pakovanje.pdf,У припреми
457298,Lefisyo®,levometadon,"oralni rastvor; 5mg/mL; boca staklena, 1x100mL",100 mL,oralni rastvor,5mg/mL,РЕГИСТРАЦИЈА,N07BC05,3087308,5.31E+12,Хумани лекови,ALKALOID AD SKOPJE,"Prahovska 3,  Beograd",Republika Severna Makedonija,ALKALOID D.O.O. BEOGRAD,"SZN - Лек се може употребљавати у стационарној здравственој установи, сходно прописима о лековима који садрже опојне дроге",515-01-01225-21-001,06.12.2022.,06.12.2027.,pdf/457298/sazetak_karakteristika_lijeka.pdf,pdf/457298/upustvo_za_upotrebu.pdf,pdf/457298/tekst_za_spoljno_pakovanje.pdf,У припреми
457310,Lefisyo®,levometadon,"oralni rastvor; 5mg/mL; boca staklena, 1x500mL",500 mL,oralni rastvor,5mg/mL,РЕГИСТРАЦИЈА,N07BC05,3087309,5.31E+12,Хумани лекови,ALKALOID AD SKOPJE,"Prahovska 3,  Beograd",Republika Severna Makedonija,ALKALOID D.O.O. BEOGRAD,"SZN - Лек се може употребљавати у стационарној здравственој установи, сходно прописима о лековима који садрже опојне дроге",515-01-01226-21-001,06.12.2022.,06.12.2027.,pdf/457310/sazetak_karakteristika_lijeka.pdf,pdf/457310/upustvo_za_upotrebu.pdf,pdf/457310/tekst_za_spoljno_pakovanje.pdf,У припреми
457312,Lefisyo®,levometadon,"oralni rastvor; 5mg/mL; boca staklena, 1x1000mL",1000 mL,oralni rastvor,5mg/mL,РЕГИСТРАЦИЈА,N07BC05,3087307,5.31E+12,Хумани лекови,ALKALOID AD SKOPJE,"Prahovska 3,  Beograd",Republika Severna Makedonija,ALKALOID D.O.O. BEOGRAD,"SZN - Лек се може употребљавати у стационарној здравственој установи, сходно прописима о лековима који садрже опојне дроге",515-01-01227-21-001,06.12.2022.,06.12.2027.,pdf/457312/sazetak_karakteristika_lijeka.pdf,pdf/457312/upustvo_za_upotrebu.pdf,pdf/457312/tekst_za_spoljno_pakovanje.pdf,У припреми
457339,Dolista® Duo,"metformin, sitagliptin","film tableta; 850mg+50mg; blister, 6x10kom",60 kom,film tableta,850mg+50mg,РЕГИСТРАЦИЈА,A10BD07,1341071,8.6001E+12,Хумани лекови,HEMOFARM AD VRŠAC,"Beogradski put bb,  Vršac",Republika Srbija,HEMOFARM AD VRŠAC,Р - Лек се може издавати само уз лекарски рецепт,515-01-01155-20-001,04.10.2022.,04.10.2027.,pdf/457339/sazetak_karakteristika_lijeka.pdf,pdf/457339/upustvo_za_upotrebu.pdf,pdf/457339/tekst_za_spoljno_pakovanje.pdf,У припреми
457342,Vincristine Pfizer,vinkristin,"rastvor za injekciju/infuziju; 1mg/mL; bočica plastična, 5x1mL",5 mL,rastvor za injekciju/infuziju,1mg/mL,ОБНОВА,L01CA02,30040,8.60601E+12,Хумани лекови,BRIDGEWEST PERTH PHARMA PTY LTD.,"Trešnjinog cveta 1/VI,  Beograd - Novi Beograd",Australija,PFIZER SRB D.O.O.,СЗ - Лек се може употребљавати само у стационарној здравственој установи,515-01-04547-21-001,21.09.2022.,21.09.2027.,pdf/457342/sazetak_karakteristika_lijeka.pdf,pdf/457342/upustvo_za_upotrebu.pdf,pdf/457342/tekst_za_spoljno_pakovanje.pdf,У припреми
457348,Dolista® Duo,"metformin, sitagliptin","film tableta; 1000mg+50mg; blister, 6x10kom",60 kom,film tableta,1000mg+50mg,РЕГИСТРАЦИЈА,A10BD07,1341070,8.6001E+12,Хумани лекови,HEMOFARM AD VRŠAC,"Beogradski put bb,  Vršac",Republika Srbija,HEMOFARM AD VRŠAC,Р - Лек се може издавати само уз лекарски рецепт,515-01-01156-20-001,04.10.2022.,04.10.2027.,pdf/457348/sazetak_karakteristika_lijeka.pdf,pdf/457348/upustvo_za_upotrebu.pdf,pdf/457348/tekst_za_spoljno_pakovanje.pdf,У припреми
457405,Nplate®,romiplostim,"prašak i rastvarač za rastvor za injekciju; 250mcg; bočica sa praškom i napunjeni injekcioni špric sa rastvaračem, 1x0.72mL",0.720 mL,prašak i rastvarač za rastvor za injekciju,250mcg,РЕГИСТРАЦИЈА,B02BX04,69402,8.60602E+12,Хумани лекови,AMGEN EUROPE B.V.,"Milorada Jovanovića 9,  Beograd",Holandija,AMICUS SRB D.O.O.,"СЗР - Лек се може употребљавати у стационарној здравственој установи, изузетно, уз рецепт",515-01-05180-21-001,14.12.2022.,14.12.2027.,pdf/457405/sazetak_karakteristika_lijeka.pdf,pdf/457405/upustvo_za_upotrebu.pdf,pdf/457405/tekst_za_spoljno_pakovanje.pdf,У припреми
457406,Nplate®,romiplostim,"prašak i rastvarač za rastvor za injekciju; 250mcg; bočica sa praškom i napunjeni injekcioni špric sa rastvaračem, 1x0.72mL",0.720 mL,prašak i rastvarač za rastvor za injekciju,250mcg,РЕГИСТРАЦИЈА,B02BX04,69402,8.60602E+12,Хумани лекови,AMGEN TECHNOLOGY (IRELAND) UNLIMITED COMPANY,"Milorada Jovanovića 9,  Beograd",Irska,AMICUS SRB D.O.O.,"СЗР - Лек се може употребљавати у стационарној здравственој установи, изузетно, уз рецепт",515-01-05180-21-001,14.12.2022.,14.12.2027.,pdf/457406/sazetak_karakteristika_lijeka.pdf,pdf/457406/upustvo_za_upotrebu.pdf,pdf/457406/tekst_za_spoljno_pakovanje.pdf,У припреми
457431,Lenalidomide Grindeks,lenalidomid,"kapsula, tvrda; 10mg; blister, 3x7kom",21 kom,"kapsula, tvrda",10mg,РЕГИСТРАЦИЈА,L04AX04,1014062,8.60611E+12,Хумани лекови,AS GRINDEKS,"Beogradskog bataljona 4,  Beograd - Čukarica",Letonija,RHEI LIFE DOO,"СЗР - Лек се може употребљавати у стационарној здравственој установи, изузетно, уз рецепт",515-01-00669-21-001,26.10.2022.,26.10.2027.,pdf/457431/sazetak_karakteristika_lijeka.pdf,pdf/457431/upustvo_za_upotrebu.pdf,pdf/457431/tekst_za_spoljno_pakovanje.pdf,У припреми
457436,Lenalidomide Grindeks,lenalidomid,"kapsula, tvrda; 25mg; blister, 3x7kom",21 kom,"kapsula, tvrda",25mg,РЕГИСТРАЦИЈА,L04AX04,1014063,8.60611E+12,Хумани лекови,AS GRINDEKS,"Beogradskog bataljona 4,  Beograd - Čukarica",Letonija,RHEI LIFE DOO,"СЗР - Лек се може употребљавати у стационарној здравственој установи, изузетно, уз рецепт",515-01-00670-21-001,26.10.2022.,26.10.2027.,pdf/457436/sazetak_karakteristika_lijeka.pdf,pdf/457436/upustvo_za_upotrebu.pdf,pdf/457436/tekst_za_spoljno_pakovanje.pdf,У припреми
457457,Trombomelt®,apiksaban,"film tableta; 2.5mg; blister, 3x20kom",60 kom,film tableta,2.5mg,РЕГИСТРАЦИЈА,B01AF02,1068035,8.6001E+12,Хумани лекови,HEMOFARM AD VRŠAC,"Beogradski put bb,  Vršac",Republika Srbija,HEMOFARM AD VRŠAC,Р - Лек се може издавати само уз лекарски рецепт,515-01-02998-20-001,28.11.2022.,28.11.2027.,pdf/457457/sazetak_karakteristika_lijeka.pdf,pdf/457457/upustvo_za_upotrebu.pdf,pdf/457457/tekst_za_spoljno_pakovanje.pdf,У припреми
457460,Trombomelt®,apiksaban,"film tableta; 5mg; blister, 3x20kom",60 kom,film tableta,5mg,РЕГИСТРАЦИЈА,B01AF02,1068036,8.6001E+12,Хумани лекови,HEMOFARM AD VRŠAC,"Beogradski put bb,  Vršac",Republika Srbija,HEMOFARM AD VRŠAC,Р - Лек се може издавати само уз лекарски рецепт,515-01-02999-20-001,28.11.2022.,28.11.2027.,pdf/457460/sazetak_karakteristika_lijeka.pdf,pdf/457460/upustvo_za_upotrebu.pdf,pdf/457460/tekst_za_spoljno_pakovanje.pdf,У припреми
457491,Buprenorphine Molteni,buprenorfin,"sublingvalna tableta; 2mg; blister, 1x7kom",7 kom,sublingvalna tableta,2mg,РЕГИСТРАЦИЈА,N07BC01,1182072,8.60611E+12,Хумани лекови,L. MOLTENI & C. DEI F.LLI ALITTI SOCIETA DI ESERCIZIO S.P.A.,"Batajnički drum 17. deo, br. 5,  Beograd - Zemun",Italija,INPHARM CO D.O.O. BEOGRAD,"NR - Лек се може издавати само на лекарски рецепт у два примерка, сходно прописима о лековима који садрже опојне дроге",515-01-02730-19-001,02.02.2023.,02.02.2028.,pdf/457491/sazetak_karakteristika_lijeka.pdf,pdf/457491/upustvo_za_upotrebu.pdf,pdf/457491/tekst_za_spoljno_pakovanje.pdf,У припреми
457492,Buprenorphine Molteni,buprenorfin,"sublingvalna tableta; 2mg; blister, 1x7kom",7 kom,sublingvalna tableta,2mg,РЕГИСТРАЦИЈА,N07BC01,1182072,8.60611E+12,Хумани лекови,FINE FOODS & PHARMACEUTICALS N.T.M. S.P.A.,"Batajnički drum 17. deo, br. 5,  Beograd - Zemun",Italija,INPHARM CO D.O.O. BEOGRAD,"NR - Лек се може издавати само на лекарски рецепт у два примерка, сходно прописима о лековима који садрже опојне дроге",515-01-02730-19-001,02.02.2023.,02.02.2028.,pdf/457492/sazetak_karakteristika_lijeka.pdf,pdf/457492/upustvo_za_upotrebu.pdf,pdf/457492/tekst_za_spoljno_pakovanje.pdf,У припреми
457494,Buprenorphine Molteni,buprenorfin,"sublingvalna tableta; 8mg; blister, 1x7kom",7 kom,sublingvalna tableta,8mg,РЕГИСТРАЦИЈА,N07BC01,1182073,8.60611E+12,Хумани лекови,L. MOLTENI & C. DEI F.LLI ALITTI SOCIETA DI ESERCIZIO S.P.A.,"Batajnički drum 17. deo, br. 5,  Beograd - Zemun",Italija,INPHARM CO D.O.O. BEOGRAD,"NR - Лек се може издавати само на лекарски рецепт у два примерка, сходно прописима о лековима који садрже опојне дроге",515-01-02731-19-001,02.02.2023.,02.02.2028.,pdf/457494/sazetak_karakteristika_lijeka.pdf,pdf/457494/upustvo_za_upotrebu.pdf,pdf/457494/tekst_za_spoljno_pakovanje.pdf,У припреми
457495,Buprenorphine Molteni,buprenorfin,"sublingvalna tableta; 8mg; blister, 1x7kom",7 kom,sublingvalna tableta,8mg,РЕГИСТРАЦИЈА,N07BC01,1182073,8.60611E+12,Хумани лекови,FINE FOODS & PHARMACEUTICALS N.T.M. S.P.A.,"Batajnički drum 17. deo, br. 5,  Beograd - Zemun",Italija,INPHARM CO D.O.O. BEOGRAD,"NR - Лек се може издавати само на лекарски рецепт у два примерка, сходно прописима о лековима који садрже опојне дроге",515-01-02731-19-001,02.02.2023.,02.02.2028.,pdf/457495/sazetak_karakteristika_lijeka.pdf,pdf/457495/upustvo_za_upotrebu.pdf,pdf/457495/tekst_za_spoljno_pakovanje.pdf,У припреми
457532,DITEVAKSAL-T® za odrasle,"vakcina protiv tetanusa i difterije, adsorbovana","suspenzija za injekciju; 40i.j./0.5mL+30i.j./0.5mL; bočica staklena, 5x5mL",25 mL,suspenzija za injekciju,40i.j./0.5mL+30i.j./0.5mL,ОБНОВА,J07AM51,11017,8.605E+12,Вакцине,"INSTITUT ZA VIRUSOLOGIJU, VAKCINE I SERUME TORLAK","Vojvode Stepe 458,  Beograd",Republika Srbija,"INSTITUT ZA VIRUSOLOGIJU, VAKCINE I SERUME TORLAK",З - Лек се може употребљавати у здравственој установи,515-01-01115-20-001,17.02.2021.,17.02.2026.,pdf/457532/sazetak_karakteristika_lijeka.pdf,pdf/457532/upustvo_za_upotrebu.pdf,pdf/457532/tekst_za_spoljno_pakovanje.pdf,У припреми
457704,Linex®,mlečnokiselinske bakterije,"kapsula, tvrda; 1.2x 10exp7 CFU; blister, 2x8kom",16 kom,"kapsula, tvrda",1.2x 10exp7 CFU,ОБНОВА,A07FA01,1126070,3.83701E+12,Хумани лекови,LEK FARMACEVTSKA DRUŽBA D.D.,"Kneginje Zorke 2,  Beograd",Slovenija,PREDSTAVNIŠTVO SANDOZ PHARMACEUTICALS D.D. BEOGRAD,БР - Лек се може издавати и без рецепта,515-01-04311-21-001,29.09.2022.,29.09.2072.,pdf/457704/sazetak_karakteristika_lijeka.pdf,pdf/457704/upustvo_za_upotrebu.pdf,pdf/457704/tekst_za_spoljno_pakovanje.pdf,У припреми
457706,Linex® Forte,mlečnokiselinske bakterije,"kapsula, tvrda; 2x 10exp9 CFU; blister, 2x7kom",14 kom,"kapsula, tvrda",2x 10exp9 CFU,ОБНОВА,A07FA01,1126069,8.60601E+12,Хумани лекови,LEK FARMACEVTSKA DRUŽBA D.D.,"Kneginje Zorke 2,  Beograd",Slovenija,PREDSTAVNIŠTVO SANDOZ PHARMACEUTICALS D.D. BEOGRAD,БР - Лек се може издавати и без рецепта,515-01-04391-21-001,29.09.2022.,29.09.2072.,pdf/457706/sazetak_karakteristika_lijeka.pdf,pdf/457706/upustvo_za_upotrebu.pdf,pdf/457706/tekst_za_spoljno_pakovanje.pdf,У припреми
457811,Nimotop® S,nimodipin,"rastvor za infuziju; 10mg/50mL; bočica staklena, 1x50mL",50 mL,rastvor za infuziju,10mg/50mL,ОБНОВА,C08CA06,402102,8.60601E+12,Хумани лекови,BAYER AG,"Omladinskih brigada 88b,  Beograd",Nemačka,BAYER D.O.O. BEOGRAD,СЗ - Лек се може употребљавати само у стационарној здравственој установи,515-01-04532-21-001,04.10.2022.,04.10.2072.,pdf/457811/sazetak_karakteristika_lijeka.pdf,pdf/457811/upustvo_za_upotrebu.pdf,pdf/457811/tekst_za_spoljno_pakovanje.pdf,У припреми
457824,Strepfen®,flurbiprofen,"lozenga; 8.75mg; blister, 3x8kom",24 kom,lozenga,8.75mg,ОБНОВА,R02AX01,1162060,5.00016E+12,Хумани лекови,RECKITT BENCKISER HEALTHCARE INTERNATIONAL LIMITED,"Maršala Tita 226B,  Dobanovci, Surčin",Velika Britanija,NELT CO. DOO BEOGRAD,БР - Лек се може издавати и без рецепта,515-01-02248-20-001,08.09.2021.,08.09.2026.,pdf/457824/sazetak_karakteristika_lijeka.pdf,pdf/457824/upustvo_za_upotrebu.pdf,pdf/457824/tekst_za_spoljno_pakovanje.pdf,У припреми
457826,Strepfen®,flurbiprofen,"lozenga; 8.75mg; blister, 2x8kom",16 kom,lozenga,8.75mg,ОБНОВА,R02AX01,1119100,5.00016E+12,Хумани лекови,RECKITT BENCKISER HEALTHCARE INTERNATIONAL LIMITED,"Maršala Tita 226B,  Dobanovci, Surčin",Velika Britanija,NELT CO. DOO BEOGRAD,БР - Лек се може издавати и без рецепта,515-01-02247-20-001,30.08.2021.,30.08.2026.,pdf/457826/sazetak_karakteristika_lijeka.pdf,pdf/457826/upustvo_za_upotrebu.pdf,pdf/457826/tekst_za_spoljno_pakovanje.pdf,У припреми
457846,Nolpaza®,pantoprazol,"prašak za rastvor za injekciju; 40mg; bočica staklena, 1x40mg",40 mg,prašak za rastvor za injekciju,40mg,РЕГИСТРАЦИЈА,A02BC02,122927,3.83899E+12,Хумани лекови,"LABORATORIOS ALCALA FARMA, S.L.","Jurija Gagarina 26/V/II,  Beograd",Španija,KRKA-FARMA D.O.O. BEOGRAD,З - Лек се може употребљавати у здравственој установи,515-01-01856-21-001,26.11.2021.,26.11.2071.,pdf/457846/sazetak_karakteristika_lijeka.pdf,pdf/457846/upustvo_za_upotrebu.pdf,pdf/457846/tekst_za_spoljno_pakovanje.pdf,У припреми
457847,Nolpaza®,pantoprazol,"prašak za rastvor za injekciju; 40mg; bočica staklena, 1x40mg",40 mg,prašak za rastvor za injekciju,40mg,РЕГИСТРАЦИЈА,A02BC02,122927,3.83899E+12,Хумани лекови,"SOFARIMEX - INDUSTRIA QUIMICA E FARMACEUTICA, S.A.","Jurija Gagarina 26/V/II,  Beograd",Portugalija,KRKA-FARMA D.O.O. BEOGRAD,З - Лек се може употребљавати у здравственој установи,515-01-01856-21-001,26.11.2021.,26.11.2071.,pdf/457847/sazetak_karakteristika_lijeka.pdf,pdf/457847/upustvo_za_upotrebu.pdf,pdf/457847/tekst_za_spoljno_pakovanje.pdf,У припреми
457917,VIVOGEST,progesteron,"vaginalna tableta; 100mg; blister, 2x15kom",30 kom,vaginalna tableta,100mg,РЕГИСТРАЦИЈА,G03DA04,6048000,8.60611E+12,Хумани лекови,ADAMED PHARMA S.A.,"Bulevar Kralja Aleksandra 420, stan 38,  Beograd - Zvezdara",Poljska,VIVAX PHARMA ADRIA DOO,Р - Лек се може издавати само уз лекарски рецепт,515-01-01767-18-002,08.12.2022.,08.12.2027.,pdf/457917/sazetak_karakteristika_lijeka.pdf,pdf/457917/upustvo_za_upotrebu.pdf,pdf/457917/tekst_za_spoljno_pakovanje.pdf,У припреми
457919,VIVOGEST,progesteron,"vaginalna tableta; 200mg; blister, 3x10kom",30 kom,vaginalna tableta,200mg,РЕГИСТРАЦИЈА,G03DA04,6048001,8.60611E+12,Хумани лекови,ADAMED PHARMA S.A.,"Bulevar Kralja Aleksandra 420, stan 38,  Beograd - Zvezdara",Poljska,VIVAX PHARMA ADRIA DOO,Р - Лек се може издавати само уз лекарски рецепт,515-01-01769-18-002,08.12.2022.,08.12.2027.,pdf/457919/sazetak_karakteristika_lijeka.pdf,pdf/457919/upustvo_za_upotrebu.pdf,pdf/457919/tekst_za_spoljno_pakovanje.pdf,У припреми
457937,Biorphen,fenilefrin,"rastvor za injekciju/infuziju; 10mg/mL; ampula, 10x1mL",10 mL,rastvor za injekciju/infuziju,10mg/mL,РЕГИСТРАЦИЈА,C01CA06,86002,7.68066E+12,Хумани лекови,SINTETICA SA,"Crnotravska 27,  Beograd",Švajcarska,UNI-CHEM DOO.,СЗ - Лек се може употребљавати само у стационарној здравственој установи,515-01-02641-18-002,27.10.2020.,27.10.2025.,pdf/457937/sazetak_karakteristika_lijeka.pdf,pdf/457937/upustvo_za_upotrebu.pdf,pdf/457937/tekst_za_spoljno_pakovanje.pdf,У припреми
457939,Biorphen,fenilefrin,"rastvor za injekciju/infuziju; 0.5mg/5mL; ampula, 10x5mL",50 mL,rastvor za injekciju/infuziju,0.5mg/5mL,РЕГИСТРАЦИЈА,C01CA06,86001,7.68066E+12,Хумани лекови,SINTETICA SA,"Crnotravska 27,  Beograd",Švajcarska,UNI-CHEM DOO.,СЗ - Лек се може употребљавати само у стационарној здравственој установи,515-01-02643-18-002,27.10.2020.,27.10.2025.,pdf/457939/sazetak_karakteristika_lijeka.pdf,pdf/457939/upustvo_za_upotrebu.pdf,pdf/457939/tekst_za_spoljno_pakovanje.pdf,У припреми
457962,COLDMED®,flurbiprofen,"sprej za usnu sluznicu, rastvor; 8.75mg/doza; boca sa pumpom za doziranje, 1x15mL",15 mL,"sprej za usnu sluznicu, rastvor",8.75mg/doza,РЕГИСТРАЦИЈА,R02AX01,7119130,8.6001E+12,Хумани лекови,"LABORATORIUM SANITATIS, S.L.","Beogradski put bb,  Vršac",Španija,HEMOFARM AD VRŠAC,БР - Лек се може издавати и без рецепта,515-01-01178-18-001,26.03.2020.,26.03.2025.,pdf/457962/sazetak_karakteristika_lijeka.pdf,pdf/457962/upustvo_za_upotrebu.pdf,pdf/457962/tekst_za_spoljno_pakovanje.pdf,У припреми
457964,COLDMED®,flurbiprofen,"sprej za usnu sluznicu, rastvor; 8.75mg/doza; boca sa pumpom za doziranje, 1x15mL",15 mL,"sprej za usnu sluznicu, rastvor",8.75mg/doza,РЕГИСТРАЦИЈА,R02AX01,7119130,8.6001E+12,Хумани лекови,BOHM S.A.,"Beogradski put bb,  Vršac",Španija,HEMOFARM AD VRŠAC,БР - Лек се може издавати и без рецепта,515-01-01178-18-001,26.03.2020.,26.03.2025.,pdf/457964/sazetak_karakteristika_lijeka.pdf,pdf/457964/upustvo_za_upotrebu.pdf,pdf/457964/tekst_za_spoljno_pakovanje.pdf,У припреми
458009,BRILIQUE®,tikagrelor,"film tableta; 60mg; blister, 4x14kom",56 kom,film tableta,60mg,ОБНОВА,B01AC24,1068516,8.6061E+12,Хумани лекови,ASTRAZENECA UK LIMITED,"Milutina Milankovića 1i,  Beograd - Novi Beograd",Velika Britanija,PREDSTAVNIŠTVO ASTRAZENECA UK LIMITED BEOGRAD,Р - Лек се може издавати само уз лекарски рецепт,515-01-05040-21-001,15.11.2022.,15.11.2072.,pdf/458009/sazetak_karakteristika_lijeka.pdf,pdf/458009/upustvo_za_upotrebu.pdf,pdf/458009/tekst_za_spoljno_pakovanje.pdf,У припреми
458011,BRILIQUE®,tikagrelor,"film tableta; 60mg; blister, 4x14kom",56 kom,film tableta,60mg,ОБНОВА,B01AC24,1068516,8.6061E+12,Хумани лекови,ASTRAZENECA AB,"Milutina Milankovića 1i,  Beograd - Novi Beograd",Švedska,PREDSTAVNIŠTVO ASTRAZENECA UK LIMITED BEOGRAD,Р - Лек се може издавати само уз лекарски рецепт,515-01-05040-21-001,15.11.2022.,15.11.2072.,pdf/458011/sazetak_karakteristika_lijeka.pdf,pdf/458011/upustvo_za_upotrebu.pdf,pdf/458011/tekst_za_spoljno_pakovanje.pdf,У припреми
458015,BRILIQUE®,tikagrelor,"film tableta; 90mg; blister, 4x14kom",56 kom,film tableta,90mg,ОБНОВА,B01AC24,1068515,8.6061E+12,Хумани лекови,ASTRAZENECA AB,"Milutina Milankovića 1i,  Beograd - Novi Beograd",Švedska,PREDSTAVNIŠTVO ASTRAZENECA UK LIMITED BEOGRAD,Р - Лек се може издавати само уз лекарски рецепт,515-01-05041-21-001,15.11.2022.,15.11.2072.,pdf/458015/sazetak_karakteristika_lijeka.pdf,pdf/458015/upustvo_za_upotrebu.pdf,pdf/458015/tekst_za_spoljno_pakovanje.pdf,У припреми
458016,BRILIQUE®,tikagrelor,"film tableta; 90mg; blister, 4x14kom",56 kom,film tableta,90mg,ОБНОВА,B01AC24,1068515,8.6061E+12,Хумани лекови,ASTRAZENECA UK LIMITED,"Milutina Milankovića 1i,  Beograd - Novi Beograd",Velika Britanija,PREDSTAVNIŠTVO ASTRAZENECA UK LIMITED BEOGRAD,Р - Лек се може издавати само уз лекарски рецепт,515-01-05041-21-001,15.11.2022.,15.11.2072.,pdf/458016/sazetak_karakteristika_lijeka.pdf,pdf/458016/upustvo_za_upotrebu.pdf,pdf/458016/tekst_za_spoljno_pakovanje.pdf,У припреми
458023,Datust®,dutasterid,"kapsula, meka; 0.5mg; blister, 3x10kom",30 kom,"kapsula, meka",0.5mg,ОБНОВА,G04CB02,1113413,8.6001E+12,Хумани лекови,HEMOFARM AD VRŠAC,"Beogradski put bb,  Vršac",Republika Srbija,HEMOFARM AD VRŠAC,Р - Лек се може издавати само уз лекарски рецепт,515-01-03339-21-001,07.10.2022.,07.10.2072.,pdf/458023/sazetak_karakteristika_lijeka.pdf,pdf/458023/upustvo_za_upotrebu.pdf,pdf/458023/tekst_za_spoljno_pakovanje.pdf,У припреми
458025,Canesten®,klotrimazol,"krem; 10mg/g; tuba, 1x20g",20 g,krem,10mg/g,ОБНОВА,D01AC01,4157280,8.60601E+12,Хумани лекови,GP GRENZACH PRODUKTIONS GMBH,"Omladinskih brigada 88b,  Beograd",Nemačka,BAYER D.O.O. BEOGRAD,БР - Лек се може издавати и без рецепта,515-01-03959-21-001,22.11.2022.,22.11.2072.,pdf/458025/sazetak_karakteristika_lijeka.pdf,pdf/458025/upustvo_za_upotrebu.pdf,pdf/458025/tekst_za_spoljno_pakovanje.pdf,У припреми
458038,Canesten® 3,klotrimazol,"vaginalni krem; 20mg/g; tuba, 1x20g",20 g,vaginalni krem,20mg/g,ОБНОВА,G01AF02,4137292,8.60601E+12,Хумани лекови,GP GRENZACH PRODUKTIONS GMBH,"Omladinskih brigada 88b,  Beograd",Nemačka,BAYER D.O.O. BEOGRAD,БР - Лек се може издавати и без рецепта,515-01-03961-21-001,22.11.2022.,22.11.2072.,pdf/458038/sazetak_karakteristika_lijeka.pdf,pdf/458038/upustvo_za_upotrebu.pdf,pdf/458038/tekst_za_spoljno_pakovanje.pdf,У припреми
458068,Lumigan®,bimatoprost,"kapi za oči, rastvor; 0.1mg/mL; bočica sa kapaljkom, 1x3mL",3 mL,"kapi za oči, rastvor",0.1mg/mL,ОБНОВА,S01EE03,7099145,5.01601E+12,Хумани лекови,ALLERGAN PHARMACEUTICALS IRELAND,"Bulevar Mihaila Pupina 115E, sprat 6,  Beograd - Novi Beograd",Irska,ABBVIE D.O.O. BEOGRAD,Р - Лек се може издавати само уз лекарски рецепт,515-01-03832-21-001,04.11.2022.,04.11.2072.,pdf/458068/sazetak_karakteristika_lijeka.pdf,pdf/458068/upustvo_za_upotrebu.pdf,pdf/458068/tekst_za_spoljno_pakovanje.pdf,У припреми
458091,Rinoff®,ksilometazolin,"sprej za nos, rastvor; 1mg/mL; bočica sa pumpom za doziranje, 1x10mL",10 mL,"sprej za nos, rastvor",1mg/mL,РЕГИСТРАЦИЈА,R01AA07,7110346,8.60881E+12,Хумани лекови,BOSNALIJEK D.D.,"Batajnički drum b.b.,  Beograd",Bosna i Hercegovina,GALENIKA AD BEOGRAD,БР - Лек се може издавати и без рецепта,515-01-01322-17-001,09.04.2019.,09.04.2024.,pdf/458091/sazetak_karakteristika_lijeka.pdf,pdf/458091/upustvo_za_upotrebu.pdf,pdf/458091/tekst_za_spoljno_pakovanje.pdf,У припреми
